PROTEIN
34
21 1 15 31 24 4 10 7 15 16 3 7 16 13 38 12 37 5 3 3 18 39 8 33 27 51 19 8 3 21 13 9 2 9
595
1 0
1 1
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 10
1 11
1 12
1 13
1 14
1 15
1 16
1 17
1 18
1 19
1 20
1 21
1 22
1 23
1 24
1 25
1 26
1 27
1 28
1 29
1 30
1 31
1 32
1 33
 -0.004207 -0.007968 -0.008069 -0.007903 -0.079443 -0.094082 -0.128307 0.037923 0.027753 0.031438 -0.014911 -0.018674 -0.012548 -0.002282 -0.002883
 -0.004376 -0.007940 -0.007796 -0.007691 -0.080264 -0.094728 -0.125613 0.036364 0.028025 0.031157 -0.013867 -0.018049 -0.012990 -0.002557 -0.003075
 -0.004073 -0.007854 -0.007920 -0.007823 -0.080010 -0.094396 -0.129416 0.039178 0.028383 0.032119 -0.014798 -0.018528 -0.012325 -0.001759 -0.002795
 -0.004069 -0.007904 -0.007549 -0.007975 -0.089357 -0.099919 -0.135678 0.045454 0.033727 0.036233 -0.014516 -0.017392 -0.013760 -0.000605 -0.002785
 -0.005590 -0.010433 -0.008444 -0.009747 -0.136391 -0.145151 -0.180077 0.068056 0.058759 0.058473 -0.014989 -0.018704 -0.019012 0.001652 -0.004102
 0.000513 0.010041 -0.002350 0.005276 0.345413 0.346323 0.356454 -0.301105 -0.299455 -0.285987 -0.006778 -0.010331 0.000754 -0.037791 0.001996
 0.000557 0.009784 -0.002105 0.004991 0.331273 0.335796 0.339304 -0.291748 -0.292678 -0.280625 -0.007379 -0.009346 -0.000652 -0.034766 0.002025
 0.000918 0.010471 -0.003395 0.005486 0.373302 0.366458 0.369611 -0.317812 -0.317682 -0.300366 -0.009056 -0.012935 0.004535 -0.039598 0.002382
 0.003116 0.011279 -0.004735 0.004802 0.389951 0.379312 0.356631 -0.302909 -0.320327 -0.297232 -0.016241 -0.017379 0.010534 -0.036394 0.004415
 0.003492 0.010334 -0.003970 0.003403 0.339012 0.342233 0.302994 -0.261573 -0.288294 -0.268382 -0.017627 -0.015106 0.006695 -0.028559 0.004744
 0.002970 0.009933 -0.004322 0.003348 0.339498 0.340970 0.306787 -0.268801 -0.291202 -0.272195 -0.016780 -0.015232 0.006234 -0.029338 0.004251


496
 -0.018037 -0.035821 -0.040026 -0.035562 -0.032654 -0.037393 -0.036257 -0.042200 -0.040681 -0.045640 -0.043649 -0.084053 -0.068939 -0.061555 -0.043101 -0.033692
 -0.017048 -0.033556 -0.037535 -0.033637 -0.031435 -0.035835 -0.034892 -0.040348 -0.038859 -0.043343 -0.041974 -0.080162 -0.065605 -0.059299 -0.041106 -0.031244
 -0.020809 -0.042131 -0.047054 -0.040902 -0.035779 -0.041473 -0.039719 -0.047173 -0.045428 -0.051820 -0.048101 -0.094581 -0.077858 -0.067698 -0.049004 -0.040300
 -0.019352 -0.038591 -0.042833 -0.037706 -0.034240 -0.039506 -0.037921 -0.044243 -0.043101 -0.048338 -0.045995 -0.088933 -0.073024 -0.064046 -0.045340 -0.035546
 -0.019337 -0.038043 -0.042981 -0.038252 -0.034190 -0.039367 -0.038305 -0.044840 -0.042771 -0.048299 -0.045644 -0.087903 -0.072211 -0.065642 -0.047052 -0.037298
 -0.020054 -0.039902 -0.045187 -0.039911 -0.035071 -0.040413 -0.039340 -0.046464 -0.043993 -0.050254 -0.046689 -0.091199 -0.074979 -0.067576 -0.048904 -0.040014
 -0.018704 -0.037004 -0.041398 -0.036812 -0.033666 -0.038518 -0.037388 -0.043585 -0.041907 -0.047049 -0.045043 -0.086430 -0.070452 -0.063293 -0.044337 -0.035212
 -0.022206 -0.045088 -0.049853 -0.042800 -0.037087 -0.044324 -0.041676 -0.048653 -0.048410 -0.055016 -0.048460 -0.100296 -0.087057 -0.070222 -0.053094 -0.041556
 -0.018955 -0.037858 -0.043380 -0.038658 -0.031721 -0.036851 -0.036437 -0.043426 -0.040602 -0.047063 -0.041682 -0.081720 -0.071573 -0.065223 -0.051188 -0.039723
 -0.024292 -0.048417 -0.053136 -0.045533 -0.039027 -0.048528 -0.044519 -0.050807 -0.052859 -0.058595 -0.051272 -0.106541 -0.094488 -0.075105 -0.058244 -0.040605
 -0.020010 -0.040039 -0.046355 -0.041162 -0.031114 -0.038305 -0.038333 -0.044173 -0.042100 -0.050048 -0.040702 -0.083151 -0.078385 -0.072329 -0.061814 -0.038996
 -0.027644 -0.056985 -0.062693 -0.052502 -0.046415 -0.054310 -0.050753 -0.060561 -0.058928 -0.068558 -0.060189 -0.129347 -0.105172 -0.081442 -0.059346 -0.056256
 -0.023764 -0.046907 -0.051523 -0.044630 -0.038285 -0.047451 -0.043910 -0.049791 -0.051646 -0.057185 -0.050296 -0.102773 -0.092903 -0.074989 -0.058858 -0.038745
 -0.018951 -0.038529 -0.044195 -0.039073 -0.029892 -0.036525 -0.036627 -0.042105 -0.040208 -0.048164 -0.037891 -0.080456 -0.076630 -0.067796 -0.058269 -0.038730
 -0.015799 -0.031690 -0.035310 -0.031579 -0.028962 -0.033211 -0.032581 -0.037441 -0.036178 -0.040879 -0.037716 -0.074761 -0.063261 -0.055282 -0.039186 -0.030238
 -0.016008 -0.031986 -0.035567 -0.031787 -0.028697 -0.032979 -0.031708 -0.037249 -0.036260 -0.040136 -0.038408 -0.073950 -0.061189 -0.054044 -0.038380 -0.030146
 -0.023449 -0.047324 -0.052887 -0.045808 -0.044088 -0.049045 -0.047601 -0.056448 -0.052329 -0.060587 -0.057620 -0.119743 -0.085792 -0.074355 -0.046487 -0.051188
 -0.025358 -0.051350 -0.056941 -0.048344 -0.043310 -0.050137 -0.046315 -0.056400 -0.054628 -0.061490 -0.058885 -0.117903 -0.086634 -0.073968 -0.049386 -0.051464
 -0.016945 -0.034661 -0.038568 -0.034032 -0.030555 -0.034232 -0.033327 -0.039990 -0.037835 -0.043019 -0.040606 -0.078636 -0.064366 -0.056110 -0.039188 -0.035064
 -0.018395 -0.036780 -0.040861 -0.035874 -0.030684 -0.036365 -0.034251 -0.040489 -0.040196 -0.044584 -0.041420 -0.080242 -0.068477 -0.059204 -0.044343 -0.033777
 -0.017543 -0.035455 -0.039537 -0.034815 -0.030068 -0.035445 -0.034365 -0.039693 -0.038882 -0.044318 -0.039465 -0.079025 -0.069500 -0.059616 -0.044861 -0.033007
 -0.017478 -0.034623 -0.038881 -0.034557 -0.029757 -0.035120 -0.033568 -0.039397 -0.038569 -0.042951 -0.039726 -0.077310 -0.066479 -0.058554 -0.044030 -0.032713
 -0.016868 -0.033761 -0.038035 -0.033878 -0.029695 -0.034625 -0.034090 -0.039229 -0.037739 -0.043210 -0.038658 -0.077379 -0.066785 -0.059088 -0.043927 -0.032857
 -0.016656 -0.033784 -0.037995 -0.033790 -0.030527 -0.034147 -0.033734 -0.040077 -0.037423 -0.042950 -0.039776 -0.078226 -0.064423 -0.056904 -0.039875 -0.035611
 -0.022930 -0.045140 -0.050823 -0.044623 -0.042287 -0.046526 -0.044668 -0.054474 -0.050193 -0.056529 -0.056699 -0.109394 -0.077175 -0.070278 -0.043041 -0.050615
 -0.012553 -0.029839 -0.034487 -0.027964 0.012401 -0.007550 0.000893 -0.001586 -0.016639 -0.015563 0.011498 0.003493 -0.041385 -0.027505 -0.066658 -0.019480
 -0.012703 -0.029450 -0.033957 -0.027873 0.008295 -0.012715 -0.003743 -0.004964 -0.020388 -0.018896 0.007628 -0.014329 -0.048082 -0.030620 -0.064384 -0.018952
 -0.012662 -0.029530 -0.034354 -0.027786 0.014302 -0.010681 -0.001100 0.000398 -0.018777 -0.017442 0.016222 -0.000188 -0.057817 -0.034674 -0.080270 -0.011049
 -0.008014 -0.022710 -0.028318 -0.023033 0.018007 -0.005489 -0.003481 0.003996 -0.010978 -0.018201 0.028481 0.005610 -0.066262 -0.042132 -0.089366 -0.008934
 -0.006419 -0.020782 -0.025839 -0.021314 0.011007 -0.005822 -0.006639 -0.001909 -0.010441 -0.019905 0.022328 -0.008916 -0.055365 -0.035165 -0.068364 -0.022992
 -0.008671 -0.023635 -0.028833 -0.023887 0.009357 -0.010286 -0.009279 -0.003706 -0.014938 -0.022706 0.018427 -0.014191 -0.061648 -0.040281 -0.072298 -0.019493


93
 -0.004351 -0.003727 -0.000088
 -0.004029 -0.003437 0.000188
 -0.005267 -0.004566 -0.000945
 -0.004986 -0.004303 -0.000670
 -0.004694 -0.004039 -0.000368
 -0.004784 -0.004119 -0.000394
 -0.004560 -0.003928 -0.000226
 -0.006247 -0.005409 -0.001731
 -0.004783 -0.004093 -0.000870
 -0.007720 -0.006586 -0.003206
 -0.005573 -0.004676 -0.002038
 -0.007389 -0.006674 -0.001975
 -0.007760 -0.006613 -0.003172
 -0.005352 -0.004445 -0.001735
 -0.003877 -0.003224 0.000094
 -0.004179 -0.003622 -0.000605
 -0.004557 -0.004076 0.001144
 -0.006280 -0.005669 -0.001723
 -0.004049 -0.003549 -0.000133
 -0.005321 -0.004603 -0.001854
 -0.004734 -0.003962 -0.000913
 -0.004766 -0.004095 -0.001209
 -0.004229 -0.003534 -0.000363
 -0.003703 -0.003180 0.000401
 -0.004708 -0.004282 0.000435
 -0.014285 -0.012280 -0.025314
 -0.013498 -0.011771 -0.023818
 -0.015195 -0.012829 -0.026371
 -0.011745 -0.009042 -0.020886
 -0.008474 -0.006426 -0.015406
 -0.009895 -0.007630 -0.017250


217
 -0.004906 -0.006554 -0.004624 -0.006479 -0.006549 -0.007235 -0.004060
 -0.004657 -0.006153 -0.004283 -0.006171 -0.006255 -0.006849 -0.003891
 -0.005659 -0.007791 -0.005726 -0.007440 -0.007410 -0.008388 -0.004566
 -0.005323 -0.007202 -0.005203 -0.007001 -0.006982 -0.007806 -0.004358
 -0.005353 -0.007334 -0.005158 -0.007018 -0.007004 -0.007895 -0.004345
 -0.005559 -0.007687 -0.005409 -0.007275 -0.007299 -0.008276 -0.004484
 -0.005167 -0.006963 -0.004962 -0.006829 -0.006889 -0.007655 -0.004250
 -0.006192 -0.008636 -0.005987 -0.007776 -0.007507 -0.008753 -0.004906
 -0.005058 -0.007276 -0.004471 -0.006154 -0.006249 -0.007395 -0.003910
 -0.006355 -0.008837 -0.006273 -0.007878 -0.006874 -0.008203 -0.004979
 -0.004611 -0.007039 -0.002949 -0.004517 -0.004326 -0.005849 -0.003267
 -0.009155 -0.012975 -0.009730 -0.011907 -0.011835 -0.013768 -0.007275
 -0.006261 -0.008662 -0.005833 -0.007626 -0.006644 -0.007938 -0.004919
 -0.004620 -0.006978 -0.002774 -0.004512 -0.004462 -0.005948 -0.003311
 -0.004210 -0.005596 -0.003425 -0.005280 -0.005428 -0.006050 -0.003468
 -0.004133 -0.005553 -0.003959 -0.005393 -0.005407 -0.006014 -0.003385
 -0.007884 -0.010582 -0.008159 -0.010933 -0.011421 -0.012494 -0.006616
 -0.007423 -0.010321 -0.009211 -0.010567 -0.010319 -0.011564 -0.006012
 -0.004704 -0.006424 -0.004637 -0.006201 -0.006611 -0.007357 -0.003837
 -0.004665 -0.006516 -0.004823 -0.005996 -0.005648 -0.006558 -0.003680
 -0.004521 -0.006253 -0.003757 -0.005452 -0.005361 -0.006257 -0.003579
 -0.004485 -0.006242 -0.004320 -0.005702 -0.005434 -0.006293 -0.003554
 -0.004410 -0.006107 -0.003527 -0.005311 -0.005363 -0.006226 -0.003504
 -0.004730 -0.006483 -0.004395 -0.006162 -0.006632 -0.007408 -0.003852
 -0.007585 -0.010281 -0.008996 -0.011086 -0.011302 -0.012312 -0.006350
 0.007527 0.006504 0.006845 0.015166 0.022176 0.019473 0.009107
 0.006748 0.005736 0.006617 0.014125 0.021012 0.018387 0.008299
 0.008565 0.007699 0.009883 0.017969 0.025825 0.022840 0.010228
 0.009199 0.008612 0.016975 0.021760 0.027848 0.024548 0.010826
 0.007002 0.006406 0.013983 0.017300 0.021256 0.018502 0.008384
 0.006909 0.006200 0.013578 0.017211 0.022301 0.019403 0.008409


496
 -0.011909 -0.017494 -0.017831 -0.015294 -0.010405 -0.041869 -0.011319 -0.008021 -0.008386 -0.017608 -0.011380 -0.030718 -0.018150 -0.014287 -0.017083 -0.011066
 -0.010707 -0.015574 -0.015908 -0.013716 -0.009194 -0.037418 -0.010084 -0.006882 -0.007025 -0.015613 -0.009149 -0.026786 -0.015938 -0.012598 -0.015230 -0.010281
 -0.015173 -0.022992 -0.023333 -0.019645 -0.013698 -0.055522 -0.014546 -0.011202 -0.011981 -0.023067 -0.017496 -0.042281 -0.024261 -0.019625 -0.022409 -0.013171
 -0.014039 -0.020649 -0.021024 -0.017865 -0.012658 -0.048314 -0.013484 -0.010253 -0.010859 -0.021037 -0.015135 -0.036888 -0.021853 -0.017338 -0.020412 -0.012420
 -0.012579 -0.018629 -0.018939 -0.016173 -0.011077 -0.044523 -0.011940 -0.008652 -0.008919 -0.018271 -0.012116 -0.031756 -0.019127 -0.015850 -0.018302 -0.011749
 -0.013251 -0.019955 -0.020228 -0.017173 -0.011700 -0.048411 -0.012668 -0.009052 -0.009514 -0.019472 -0.013277 -0.034636 -0.020239 -0.016996 -0.019335 -0.012219
 -0.012457 -0.018285 -0.018625 -0.015950 -0.010984 -0.043467 -0.011918 -0.008513 -0.008910 -0.018372 -0.012062 -0.031865 -0.018956 -0.015129 -0.017833 -0.011464
 -0.020339 -0.030124 -0.030538 -0.025212 -0.018759 -0.067104 -0.019193 -0.015950 -0.017555 -0.031624 -0.025722 -0.056689 -0.031287 -0.026578 -0.032019 -0.017253
 -0.012274 -0.018403 -0.018559 -0.015918 -0.010909 -0.043154 -0.011998 -0.008235 -0.008955 -0.017743 -0.012402 -0.030717 -0.018260 -0.015178 -0.017789 -0.011704
 -0.023073 -0.033223 -0.033905 -0.028217 -0.020822 -0.074365 -0.019156 -0.021249 -0.021360 -0.033264 -0.030704 -0.059976 -0.038407 -0.032419 -0.038711 -0.019867
 -0.012674 -0.019336 -0.019363 -0.016694 -0.011202 -0.044992 -0.011978 -0.009124 -0.009733 -0.017470 -0.013889 -0.030889 -0.019436 -0.016065 -0.019751 -0.013093
 -0.032880 -0.049717 -0.050459 -0.039273 -0.031774 -0.104752 -0.032962 -0.024782 -0.029773 -0.056606 -0.045052 -0.102666 -0.046876 -0.044293 -0.052181 -0.024303
 -0.021290 -0.030367 -0.030896 -0.026145 -0.019331 -0.066698 -0.018186 -0.019154 -0.018853 -0.030050 -0.026466 -0.051863 -0.034497 -0.028809 -0.034785 -0.019110
 -0.013423 -0.020156 -0.020202 -0.017296 -0.012083 -0.045331 -0.013242 -0.009175 -0.010400 -0.018858 -0.014610 -0.032675 -0.019335 -0.016209 -0.020537 -0.013574
 -0.010594 -0.015269 -0.015559 -0.013451 -0.009151 -0.035828 -0.010173 -0.006578 -0.007157 -0.015280 -0.009305 -0.026058 -0.015107 -0.011808 -0.015260 -0.010433
 -0.010349 -0.015042 -0.015383 -0.013307 -0.009149 -0.036155 -0.009719 -0.007533 -0.007461 -0.015212 -0.009898 -0.026083 -0.016376 -0.012464 -0.014638 -0.009547
 -0.018792 -0.028626 -0.029068 -0.023733 -0.017121 -0.068448 -0.019268 -0.011160 -0.013384 -0.030901 -0.018757 -0.056367 -0.025745 -0.022879 -0.025750 -0.015272
 -0.021054 -0.033082 -0.033782 -0.027250 -0.019332 -0.083078 -0.019338 -0.017868 -0.018337 -0.033732 -0.028790 -0.067289 -0.037081 -0.031441 -0.032332 -0.015477
 -0.012552 -0.018460 -0.018726 -0.015903 -0.011584 -0.042637 -0.013160 -0.008174 -0.009766 -0.019609 -0.013493 -0.033615 -0.018467 -0.014277 -0.017179 -0.010669
 -0.013501 -0.019880 -0.020304 -0.017234 -0.012318 -0.046790 -0.012175 -0.011625 -0.011323 -0.019405 -0.016139 -0.034298 -0.022957 -0.018457 -0.020731 -0.011811
 -0.012903 -0.018927 -0.019197 -0.016416 -0.011551 -0.043384 -0.012458 -0.009065 -0.010082 -0.018547 -0.014069 -0.032304 -0.019370 -0.015545 -0.019697 -0.012322
 -0.011334 -0.016745 -0.017077 -0.014697 -0.009949 -0.040162 -0.010143 -0.008806 -0.008420 -0.015861 -0.011598 -0.027712 -0.018427 -0.015050 -0.017238 -0.010856
 -0.011224 -0.016497 -0.016736 -0.014392 -0.009797 -0.038697 -0.010775 -0.007287 -0.007882 -0.016048 -0.010595 -0.027705 -0.016370 -0.013235 -0.016557 -0.011095
 -0.011582 -0.017053 -0.017292 -0.014723 -0.010358 -0.039904 -0.011966 -0.006816 -0.008134 -0.017629 -0.010918 -0.030081 -0.016199 -0.013128 -0.015838 -0.010476
 -0.016477 -0.024966 -0.025481 -0.021000 -0.014985 -0.061604 -0.016118 -0.011359 -0.011925 -0.025791 -0.016576 -0.046266 -0.025003 -0.022503 -0.022729 -0.012993
 -0.000681 -0.005839 -0.006472 -0.007336 -0.000655 -0.036052 0.015655 -0.030186 -0.012333 0.010831 -0.026083 0.001824 -0.041384 -0.026014 -0.017416 -0.003423
 -0.001414 -0.006556 -0.007271 -0.007595 -0.001207 -0.035965 0.014439 -0.028220 -0.011074 0.007176 -0.022381 -0.002920 -0.037964 -0.025082 -0.018053 -0.004689
 -0.000774 -0.005912 -0.006460 -0.007485 0.000205 -0.034235 0.017291 -0.030088 -0.011847 0.012477 -0.025153 0.004646 -0.040174 -0.026951 -0.022764 -0.007385
 -0.000098 -0.004227 -0.003724 -0.005183 0.001097 -0.017917 0.011515 -0.016494 -0.007620 0.011683 -0.017004 0.008275 -0.020473 -0.012036 -0.020378 -0.012058
 -0.001778 -0.005923 -0.005577 -0.005931 -0.001007 -0.021197 0.006257 -0.012125 -0.006266 0.003855 -0.013117 -0.002999 -0.015563 -0.008639 -0.015193 -0.009872
 -0.002020 -0.006368 -0.006163 -0.006664 -0.000811 -0.023897 0.008139 -0.014946 -0.007161 0.006034 -0.014670 -0.000429 -0.019292 -0.012218 -0.019044 -0.011424


403
 -0.002144 -0.003724 -0.004844 -0.004730 -0.004448 -0.004273 -0.006903 -0.003672 -0.003173 -0.005701 -0.005935 -0.003675 -0.003448
 -0.001982 -0.003377 -0.004354 -0.004267 -0.003995 -0.003864 -0.006276 -0.003149 -0.002829 -0.005223 -0.005353 -0.003408 -0.003120
 -0.002626 -0.004840 -0.006415 -0.006208 -0.005901 -0.005573 -0.008907 -0.005410 -0.004256 -0.007202 -0.007783 -0.004459 -0.004425
 -0.002411 -0.004336 -0.005683 -0.005524 -0.005258 -0.004978 -0.007899 -0.004734 -0.003808 -0.006527 -0.006765 -0.004063 -0.003919
 -0.002662 -0.004755 -0.006050 -0.005914 -0.005660 -0.005432 -0.008709 -0.005021 -0.004229 -0.007110 -0.007314 -0.004344 -0.004315
 -0.002863 -0.005148 -0.006586 -0.006418 -0.006136 -0.005886 -0.009521 -0.005416 -0.004540 -0.007612 -0.008109 -0.004719 -0.004764
 -0.002380 -0.004175 -0.005380 -0.005256 -0.004979 -0.004782 -0.007625 -0.004178 -0.003579 -0.006249 -0.006584 -0.004036 -0.003868
 -0.003001 -0.005751 -0.007716 -0.007441 -0.007199 -0.006623 -0.010477 -0.008027 -0.005663 -0.008901 -0.008418 -0.004594 -0.004830
 -0.003548 -0.006088 -0.007415 -0.007321 -0.007097 -0.006913 -0.011214 -0.006565 -0.005893 -0.008937 -0.008986 -0.005351 -0.005808
 -0.002485 -0.005140 -0.007089 -0.006869 -0.006666 -0.005964 -0.009231 -0.009351 -0.005955 -0.008955 -0.006412 -0.002902 -0.003071
 -0.004773 -0.007804 -0.009046 -0.009090 -0.008943 -0.008748 -0.015073 -0.010169 -0.009107 -0.012650 -0.009745 -0.005739 -0.006911
 -0.004847 -0.009891 -0.013617 -0.012805 -0.012604 -0.011340 -0.017872 -0.013276 -0.008568 -0.013698 -0.015641 -0.008193 -0.008989
 -0.002558 -0.005126 -0.006880 -0.006728 -0.006541 -0.005916 -0.009302 -0.009107 -0.006080 -0.009144 -0.006056 -0.002927 -0.003023
 -0.005041 -0.008142 -0.009467 -0.009475 -0.009369 -0.009096 -0.015189 -0.010306 -0.009182 -0.012704 -0.010250 -0.006369 -0.007365
 -0.002251 -0.003583 -0.004494 -0.004449 -0.004187 -0.004064 -0.006638 -0.003615 -0.003338 -0.005652 -0.005336 -0.003541 -0.003333
 -0.001676 -0.002976 -0.003906 -0.003826 -0.003593 -0.003442 -0.005481 -0.003112 -0.002652 -0.004633 -0.004705 -0.002830 -0.002698
 -0.003966 -0.007075 -0.009218 -0.008837 -0.008444 -0.008025 -0.013001 -0.005791 -0.004949 -0.009528 -0.012226 -0.007368 -0.006998
 -0.002703 -0.005858 -0.008360 -0.007836 -0.007496 -0.006837 -0.010379 -0.006749 -0.004284 -0.007775 -0.010592 -0.005254 -0.005274
 -0.002381 -0.004148 -0.005419 -0.005247 -0.004978 -0.004777 -0.007464 -0.003675 -0.003253 -0.005633 -0.007147 -0.004443 -0.004470
 -0.001994 -0.003957 -0.005288 -0.005125 -0.004961 -0.004586 -0.007043 -0.005493 -0.003924 -0.006113 -0.005771 -0.003021 -0.003173
 -0.002720 -0.004613 -0.005784 -0.005712 -0.005504 -0.005234 -0.008456 -0.005848 -0.004769 -0.007374 -0.006307 -0.003903 -0.003948
 -0.002027 -0.003899 -0.005010 -0.004906 -0.004752 -0.004490 -0.007087 -0.005019 -0.003875 -0.006134 -0.005537 -0.003025 -0.003162
 -0.003000 -0.004882 -0.005932 -0.005885 -0.005680 -0.005504 -0.008975 -0.005475 -0.004889 -0.007547 -0.006821 -0.004333 -0.004454
 -0.002697 -0.004586 -0.005818 -0.005656 -0.005404 -0.005245 -0.008272 -0.003913 -0.003657 -0.006198 -0.007722 -0.004834 -0.004948
 -0.003027 -0.006034 -0.008142 -0.007702 -0.007373 -0.006946 -0.010563 -0.004710 -0.003590 -0.007407 -0.011251 -0.006245 -0.005934
 0.002066 0.001496 0.001947 0.001077 0.000514 0.001404 0.001687 -0.019330 -0.011817 -0.007185 0.013531 0.014357 0.011348
 0.001898 0.001306 0.001822 0.000933 0.000362 0.001251 0.000938 -0.019419 -0.011920 -0.008022 0.013681 0.014313 0.011455
 0.002035 0.001524 0.002333 0.001252 0.000534 0.001507 0.000905 -0.023629 -0.014502 -0.009941 0.016914 0.016665 0.013045
 -0.004526 -0.005587 -0.004173 -0.005794 -0.006302 -0.005828 -0.013860 -0.029663 -0.023307 -0.022247 0.009850 0.008800 0.005122
 -0.005563 -0.006519 -0.005712 -0.007022 -0.007138 -0.006890 -0.014710 -0.022793 -0.019774 -0.019480 0.003078 0.003590 0.000881
 -0.005077 -0.006184 -0.005181 -0.006589 -0.006886 -0.006461 -0.014122 -0.025733 -0.020875 -0.020771 0.006004 0.005881 0.003261


1178
 -0.004777 -0.006684 -0.006157 -0.004946 -0.005958 -0.013337 -0.016082 -0.012918 -0.008167 -0.011786 -0.009156 -0.010392 -0.012186 -0.007298 -0.009134 -0.012167 -0.011981 -0.007700 -0.009381 -0.006914 -0.011954 -0.011385 -0.010172 -0.006659 -0.005454 -0.005349 -0.006522 -0.007820 0.001596 0.004875 0.001244 0.005006 0.001848 -0.002871 -0.002929 -0.002568 -0.001081 -0.001712
 -0.004587 -0.006460 -0.005963 -0.004733 -0.005775 -0.012755 -0.015473 -0.012317 -0.007900 -0.011477 -0.008778 -0.010056 -0.011831 -0.007089 -0.008857 -0.011844 -0.011585 -0.007469 -0.009127 -0.006715 -0.011550 -0.011073 -0.009881 -0.006468 -0.005287 -0.005195 -0.006330 -0.007604 0.001597 0.004830 0.001183 0.004961 0.001842 -0.002763 -0.002799 -0.002463 -0.000997 -0.001624
 -0.005471 -0.007342 -0.006727 -0.005679 -0.006793 -0.015073 -0.017835 -0.014424 -0.009130 -0.012953 -0.010574 -0.011217 -0.013131 -0.008030 -0.009990 -0.013095 -0.013124 -0.008211 -0.009955 -0.007514 -0.012846 -0.012075 -0.010806 -0.007171 -0.005961 -0.005830 -0.007179 -0.008515 0.001649 0.004987 0.001431 0.005004 0.001881 -0.003131 -0.003263 -0.002831 -0.001374 -0.001898
 -0.004826 -0.006742 -0.006169 -0.005030 -0.006113 -0.013334 -0.016110 -0.012782 -0.008323 -0.012033 -0.009279 -0.010327 -0.012254 -0.007375 -0.009225 -0.012259 -0.011981 -0.007650 -0.009333 -0.006962 -0.011796 -0.011263 -0.010070 -0.006673 -0.005507 -0.005346 -0.006589 -0.007912 0.001388 0.004576 0.000793 0.004647 0.001628 -0.002953 -0.002992 -0.002661 -0.001272 -0.001786
 -0.004713 -0.006708 -0.006196 -0.004972 -0.006062 -0.013433 -0.016288 -0.012851 -0.008302 -0.012085 -0.009346 -0.010341 -0.012302 -0.007392 -0.009141 -0.012252 -0.011907 -0.007694 -0.009377 -0.006951 -0.011758 -0.011333 -0.010073 -0.006674 -0.005489 -0.005374 -0.006535 -0.007857 0.000699 0.003692 -0.000558 0.003989 0.001032 -0.003280 -0.003279 -0.003012 -0.001582 -0.002091
 -0.004924 -0.007059 -0.006525 -0.005178 -0.006294 -0.014448 -0.017419 -0.014026 -0.008621 -0.012507 -0.009748 -0.011051 -0.012921 -0.007769 -0.009620 -0.012833 -0.012672 -0.008133 -0.009897 -0.007315 -0.012654 -0.012060 -0.010737 -0.007013 -0.005796 -0.005684 -0.006856 -0.008214 0.000765 0.003938 -0.000364 0.004297 0.001121 -0.003453 -0.003486 -0.003169 -0.001613 -0.002216
 -0.005158 -0.007103 -0.006558 -0.005391 -0.006440 -0.014374 -0.017171 -0.013867 -0.008723 -0.012486 -0.009972 -0.011003 -0.012857 -0.007764 -0.009688 -0.012778 -0.012730 -0.008108 -0.009830 -0.007335 -0.012587 -0.011937 -0.010693 -0.007035 -0.005804 -0.005684 -0.006931 -0.008281 0.001511 0.004869 0.001148 0.005014 0.001784 -0.003111 -0.003210 -0.002813 -0.001271 -0.001900
 -0.003250 -0.005211 -0.004928 -0.003498 -0.004399 -0.008633 -0.011660 -0.008379 -0.006202 -0.009436 -0.005945 -0.007970 -0.009849 -0.005797 -0.007025 -0.009887 -0.008627 -0.006271 -0.007758 -0.005605 -0.008737 -0.009193 -0.007975 -0.005339 -0.004407 -0.004272 -0.005071 -0.006225 -0.000379 0.001508 -0.002949 0.002057 -0.000013 -0.002923 -0.002649 -0.002737 -0.001853 -0.002042
 -0.002466 -0.004894 -0.004876 -0.002862 -0.003719 -0.007524 -0.011074 -0.008718 -0.005378 -0.008459 -0.004077 -0.008197 -0.009294 -0.005556 -0.006400 -0.009267 -0.008068 -0.006490 -0.007907 -0.005501 -0.009197 -0.009734 -0.008444 -0.005315 -0.004475 -0.004390 -0.004679 -0.005783 -0.002343 -0.000924 -0.007108 0.000615 -0.001657 -0.003910 -0.003455 -0.003766 -0.002429 -0.003009
 0.001790 -0.000242 -0.000298 0.001504 0.000533 0.002551 -0.000449 0.003728 -0.000625 -0.003074 0.001983 -0.000103 -0.002808 -0.000608 -0.000956 -0.003085 0.000167 -0.001056 -0.001941 -0.000813 0.000890 -0.001339 -0.000586 -0.000775 -0.000244 -0.000029 -0.000297 -0.001113 -0.004423 -0.004682 -0.010716 -0.003921 -0.003958 -0.002141 -0.001226 -0.002156 -0.002402 -0.001740
 0.008328 0.004839 0.003331 0.007674 0.007392 0.020922 0.014272 0.016341 0.007624 0.006306 0.019402 0.005357 0.004657 0.004389 0.006282 0.004045 0.010371 0.001775 0.001309 0.002957 0.006762 0.001541 0.002791 0.002497 0.002421 0.002449 0.004645 0.004254 -0.011675 -0.015522 -0.029524 -0.011194 -0.010221 -0.003619 -0.001105 -0.003729 -0.003875 -0.003824
